incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2022-0206-001,Maple Zephyr Energy Group Inc.,6696493391.97,US,22,,13347,True,MZE,2022-02-06,False,2022-04-12,2022-04-27,phishing,data_breach,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,BlackBasta,probable,77728,PII,"payment_systems,ERP,active_directory,manufacturing_OT",,https://www.aepd.es/decisions/2022/08/INQ-2022-00424,,gdpr_notification,1,97.91,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1222-002,TheraClinical Medical Co.,6849378832.11,US,62,44-45,54757,False,,2025-12-22,False,2025-12-31,2026-01-08,data_breach,,,Royal,probable,33835,PII,"ERP,email,backup_systems,cloud_infrastructure",,https://www.edpb.europa.eu/decisions/2025/11/INQ-2025-00425,,gdpr_notification,1,70.53,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1026-002,Tampa Stores Corp.,87951155953.4,US,44-45,,641527,True,TAMP,2024-10-26,False,2024-11-12,2024-12-17,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,RansomHub,suspected,5054,health,"email,cloud_infrastructure,customer_database,VPN",3.81,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001111642&type=8-K&dateb=20240627&owner=include&count=10,,sec_filing,1,71.11,Silver,,Third-party managed service provider was initial entry point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-002,ProvidentFund Holdings Corp.,7745461210.59,CA,52,,20251,True,PROV.TO,2023-12-09,False,2023-12-28,2024-01-20,apt,,,Scattered_Spider,unknown,3024,PII,"VPN,backup_systems",13.2,https://www.bfdi.bund.de/decisions/2023/03/INQ-2023-00427,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001828079&type=8-K&dateb=20231016&owner=include&count=10,gdpr_notification,1,78.46,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0722-001,Mantis Secura Bancorp Group SA,5217618618.47,FR,52,44-45,16044,True,MSB.PA,2025-07-22,False,2025-10-23,2025-12-22,data_breach,ddos,,BlackCat/ALPHV,unknown,15952,health,cloud_infrastructure,,https://www.mantis-secura-bancorp-gro.com/newsroom/2025/02/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001043826&type=8-K&dateb=20250805&owner=include&count=10,company_pr,1,77.69,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0723-001,PortTransit Carriers Co. Ltd.,82586082.29,KR,48-49,,402,False,,2022-07-23,False,2022-08-24,2022-11-28,data_breach,trojan,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,3505,financial,customer_database,,https://krebsonsecurity.com/2022/10/porttransit-carriers-breach-exposes-data/,,verified_media,4,73.44,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0325-001,Cascade Digital Communications Co.,555407386.86,NO,51,,1178,False,,2021-03-25,False,2021-04-26,2021-04-28,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,23623,mixed,"SCADA,backup_systems,email,website",208.39,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001898650&type=8-K&dateb=20210803&owner=include&count=10,,sec_filing,1,85.49,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1013-001,Vertex Move Logistics Ltd.,143834171.27,GB,48-49,,1646,True,VML.L,2021-10-13,False,2021-10-30,2021-11-23,phishing,ddos,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Hunters_International,unknown,3495085,health,"SSO,ERP",,https://www.crowdstrike.com/blog/vertex-move-logistic-intrusion-analysis-2021/,https://www.aepd.es/decisions/2021/03/INQ-2021-00431,cybersecurity_firm,3,80.77,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0624-001,Ironwood Lumen Platforms Co.,4072304774.14,US,51,,10158,True,ILP,2022-06-24,False,2022-06-25,2022-07-13,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"SSO,ERP",283.83,https://www.bleepingcomputer.com/news/security/ironwood-lumen-platforms--hit-by-cyberattack-2022/,,verified_media,4,78.7,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0309-001,Fox Timber Services Group Inc.,4074729224.16,NZ,56,,67318,False,,2022-03-09,True,2022-06-11,2022-07-04,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Sandworm,probable,301999,credentials,"customer_database,active_directory,website,cloud_infrastructure",,https://www.fox-timber-services-group.com/newsroom/2022/03/security-update,,company_pr,2,51.39,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0315-001,Flynn Pharmaceuticals Co. Ltd.,36253095.63,JP,62,,434,False,,2022-03-15,False,2022-03-26,2022-05-29,ransomware,ddos,,,,612529,mixed,"HR_systems,email",37.72,https://www.cnil.fr/decisions/2022/09/INQ-2022-00434,,gdpr_notification,1,71.35,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0903-001,Victoria Services Inc.,606909082.62,CA,52,62,2842,False,,2025-09-03,False,2025-10-06,2025-11-15,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Lazarus_Group,suspected,,,backup_systems,1782.65,https://krebsonsecurity.com/2025/10/victoria-services-in-breach-exposes-data/,,verified_media,4,77.81,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0927-001,Bremen Labs AG,148897991262.01,DE,51,,314341,True,BREM.DE,2021-09-27,False,2021-10-13,2021-11-14,apt,malware,,,,29014,credentials,"file_servers,payment_systems,ERP",64.16,https://unit42.paloaltonetworks.com/threat-brief-bremen-labs-ag-2021/,https://www.edpb.europa.eu/decisions/2021/08/INQ-2021-00436,cybersecurity_firm,3,76.05,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1209-001,Anderson Securities Inc.,4681402229.24,US,52,,16493,False,,2025-12-09,False,2025-12-14,2025-12-18,phishing,malware,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,73583,health,"SCADA,HR_systems,website",,https://krebsonsecurity.com/2025/10/anderson-securities--breach-exposes-data/,,verified_media,4,93.03,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0404-001,Abbott Stores Holdings Inc.,70978518.59,US,44-45,,982,False,,2022-04-04,False,2022-04-14,2022-06-07,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,BlackSuit,suspected,,,"payment_systems,HR_systems",,https://blog.talosintelligence.com/2022/08/abbott-stores-holdin-campaign.html,https://www.theregister.com/2022/12/26/abbott-stores-holdin_security_incident/,cybersecurity_firm,3,55.13,Bronze,low_quality_score,Concurrent with public CVE disclosure (CVE-2022-2022-40306),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0902-002,Radiant Pack Trading Corp.,160725014.8,CZ,42,,543,False,,2023-09-02,True,2023-09-18,2023-11-23,malware,,,DarkSide,probable,244544,PII,"website,email,SCADA,ERP,payment_systems",,https://unit42.paloaltonetworks.com/threat-brief-radiant-pack-trading-2023/,https://www.edpb.europa.eu/decisions/2023/02/INQ-2023-00439,cybersecurity_firm,3,87.73,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1128-001,Graham Fabrication Corp.,1799515221.63,US,31-33,,6072,True,GRAH,2022-11-28,False,2023-01-31,2023-02-20,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,,,"email,VPN,customer_database,SSO,active_directory",20.26,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001044780&type=8-K&dateb=20220601&owner=include&count=10,,sec_filing,1,93.44,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0424-001,Irving Mining Group Ltd.,97188016.06,AU,21,,445,False,,2021-04-24,False,2021-05-04,2021-05-16,ransomware,,,Lazarus_Group,probable,147535,health,"manufacturing_OT,file_servers,website,CRM,cloud_infrastructure",24.19,https://www.edpb.europa.eu/decisions/2021/02/INQ-2021-00441,https://www.irving-mining-group-ltd.com/newsroom/2021/06/security-update,gdpr_notification,1,59.7,Bronze,low_quality_score,Previously breached in 2020; confirmed as separate campaign,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1219-001,Harbor Eclipse Sciences Inc.,22271909259.46,US,62,,175683,True,HES,2022-12-19,True,2022-12-28,2023-02-27,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,"file_servers,cloud_infrastructure,ERP",,https://www.harbor-eclipse-sciences-i.com/newsroom/2022/03/security-update,,company_pr,2,89.17,Gold,,Data exfiltration confirmed via dark web monitoring service,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0804-001,Summit Arc Ventures Inc.,145032446049.87,US,51,,442549,True,SAV,2023-08-04,False,2023-11-02,2024-02-10,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,FIN7,suspected,39520,health,cloud_infrastructure,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001669325&type=8-K&dateb=20230124&owner=include&count=10,,sec_filing,1,95.03,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0725-002,Osprey Elite Advisory Inc.,503866073.27,US,54,,3865,True,OEA,2025-07-25,True,2025-08-03,2025-08-11,phishing,,,BlackSuit,confirmed,457614,mixed,"website,VPN",,https://www.osprey-elite-advisory-inc.com/newsroom/2025/04/security-update,,company_pr,2,92.43,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0610-001,Sterling Credit Partners Group PLC,235673872.9,GB,52,,506,False,,2022-06-10,False,2022-06-13,2022-07-16,apt,,,Akira,unknown,4164398,IP,"active_directory,VPN,backup_systems",121.48,https://www.sterling-credit-partners-.com/newsroom/2022/09/security-update,,company_pr,2,90.05,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0917-004,Atlanta MedTech Inc.,232680166.83,US,62,,2328,False,,2025-09-17,False,2025-12-16,2026-01-05,backdoor,trojan,,Cl0p,probable,,,"cloud_infrastructure,HR_systems,SCADA",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001838501&type=8-K&dateb=20250913&owner=include&count=10,https://www.bfdi.bund.de/decisions/2025/06/INQ-2025-00446,sec_filing,1,74.81,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0122-001,DistrictCounty Administration Co.,279025890.43,NZ,92,,2411,False,,2022-01-22,False,2022-01-29,2022-03-16,apt,malware,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,FIN11,suspected,,,"VPN,website,HR_systems,SCADA,active_directory",17.12,https://www.bleepingcomputer.com/news/security/districtcounty-administra-hit-by-cyberattack-2022/,,verified_media,4,66.0,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0611-002,Ridge Sierra Systems Group Inc.,4131941919.33,PH,31-33,92,26033,True,RSS.PH,2022-06-11,False,2022-07-14,2022-09-22,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Conti,suspected,549736525,financial,"cloud_infrastructure,manufacturing_OT,website,ERP,email",4.33,https://therecord.media/2022/07/09/ridge-sierra-systems-grou-breached,,verified_media,4,53.03,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1122-002,Coleman Therapeutics Corp.,1419425707.67,CA,62,,8060,False,,2025-11-22,True,2025-12-26,2026-02-02,ransomware,trojan,,Volt_Typhoon,confirmed,,,"VPN,cloud_infrastructure,email,ERP",18.14,https://www.crowdstrike.com/blog/coleman-therapeutics-intrusion-analysis-2025/,,cybersecurity_firm,3,68.59,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0224-002,LineDirect Group Co.,124051345.28,NO,42,,344,True,LINE.OL,2021-02-24,False,2021-03-29,2021-05-13,ransomware,malware,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hunters_International,unknown,142080,mixed,"website,backup_systems,SSO",61.32,https://unit42.paloaltonetworks.com/threat-brief-linedirect-group-co-2021/,,cybersecurity_firm,3,99.78,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1011-001,Jasper Acumen Services Co. Ltd.,163566312.18,JP,54,51,554,False,,2025-10-11,False,2025-10-25,2025-11-02,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,BlackCat/ALPHV,unknown,7431,PII,cloud_infrastructure,,https://krebsonsecurity.com/2025/08/jasper-acumen-servic-breach-exposes-data/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001355468&type=8-K&dateb=20250705&owner=include&count=10,verified_media,3,78.75,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0501-001,Noble Sterling Markets Pty Ltd.,6434512998.83,AU,44-45,,38075,True,NSM.AX,2024-05-01,False,2024-05-09,2024-05-24,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,,,"SCADA,SSO",,https://www.bleepingcomputer.com/news/security/noble-sterling-markets-pt-hit-by-cyberattack-2024/,,verified_media,4,99.77,Gold,,OT/ICS systems affected; physical operations suspended for 5 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0516-001,Turin Construction S.r.l.,16660212359.12,IT,23,,118197,False,,2021-05-16,False,2021-06-19,2021-07-02,ddos,,,Play,unknown,,,"CRM,active_directory,ERP",28.71,https://blog.talosintelligence.com/2021/05/turin-construction-s-campaign.html,https://www.ico.org.uk/decisions/2021/01/INQ-2021-00453,cybersecurity_firm,3,80.29,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0313-001,Phoenix Insurance Group Inc.,106284239.18,US,52,,230,False,,2025-03-13,False,2025-05-16,2025-05-29,data_breach,,,RansomHub,suspected,1000,PII,"file_servers,SSO,customer_database,VPN,backup_systems",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001798606&type=8-K&dateb=20251014&owner=include&count=10,https://unit42.paloaltonetworks.com/threat-brief-phoenix-insurance-gr-2025/,sec_filing,1,73.7,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0620-001,HelixCyber Systems AG,154561048.1,DE,51,21,322,True,HELI.DE,2023-06-20,False,2023-06-29,2023-08-08,data_breach,ddos,,BianLian,suspected,,,"ERP,CRM,customer_database,email,payment_systems",,https://www.bleepingcomputer.com/news/security/helixcyber-systems-ag-hit-by-cyberattack-2023/,https://www.mandiant.com/resources/blog/helixcyber-systems-a-incident-response-2023,verified_media,3,92.63,Gold,,Insider threat component confirmed alongside external intrusion,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0830-001,ReserveCrest Bank Holdings Inc.,2995861446.37,US,52,,6070,False,,2021-08-30,False,2021-10-03,2021-11-03,ransomware,,,,,33370,PII,ERP,264.95,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001869903&type=8-K&dateb=20210809&owner=include&count=10,,sec_filing,1,80.68,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0803-002,Silver Campus Learning Corp.,648788703.28,US,61,,8106,False,,2021-08-03,False,2021-08-06,2021-08-12,malware,phishing,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,563049,credentials,"website,cloud_infrastructure,file_servers",,https://www.crowdstrike.com/blog/silver-campus-learni-intrusion-analysis-2021/,,cybersecurity_firm,3,82.88,Silver,,Initially reported as IT maintenance outage; later reclassified as security incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1202-002,Pinnacle Zenith Platforms Co. Ltd.,3796151629.14,JP,51,,11969,False,,2021-12-02,True,2021-12-06,2021-12-22,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Cl0p,probable,6030618,credentials,"SCADA,backup_systems,CRM,active_directory",95.56,https://www.cnil.fr/decisions/2021/03/INQ-2021-00458,https://www.pinnacle-zenith-platforms.com/newsroom/2021/12/security-update,gdpr_notification,1,96.9,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1006-001,Gibson Intelligence GmbH,16401216598.22,DE,51,,40503,True,GIBS.DE,2023-10-06,False,2023-11-06,2023-11-23,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,confirmed,,,"backup_systems,VPN,manufacturing_OT,email,SCADA",184.95,https://krebsonsecurity.com/2023/05/gibson-intelligence--breach-exposes-data/,https://www.cnil.fr/decisions/2023/06/INQ-2023-00459,verified_media,4,79.85,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
